timestamp,open,high,low,close,volume
2026-04-06 22:00:00,6614.25,6623.0,6609.0,6621.0,13348
2026-04-06 23:00:00,6621.25,6624.75,6616.25,6622.25,5843
2026-04-07 00:00:00,6622.5,6629.0,6616.25,6625.75,8330
2026-04-07 01:00:00,6626.25,6629.0,6617.25,6623.0,7001
2026-04-07 02:00:00,6622.75,6627.75,6618.75,6627.0,8721
2026-04-07 03:00:00,6627.0,6630.5,6621.25,6628.0,12423
2026-04-07 04:00:00,6628.0,6659.25,6627.75,6654.75,42642
2026-04-07 05:00:00,6654.75,6667.0,6653.0,6661.0,25223
2026-04-07 06:00:00,6661.0,6664.0,6613.75,6618.25,75109
2026-04-07 07:00:00,6618.0,6631.5,6611.0,6619.75,38941
2026-04-07 08:00:00,6619.5,6640.75,6602.0,6624.0,58741
2026-04-07 09:00:00,6624.25,6639.0,6602.25,6602.75,168011
2026-04-07 10:00:00,6603.0,6616.5,6581.5,6588.5,265949
2026-04-07 11:00:00,6588.5,6606.25,6572.75,6600.75,224836
2026-04-07 12:00:00,6600.5,6633.0,6600.25,6623.5,200339
2026-04-07 13:00:00,6623.25,6646.5,6617.25,6630.0,143244
2026-04-07 14:00:00,6630.25,6633.0,6597.0,6602.25,127785
2026-04-07 15:00:00,6602.5,6659.5,6596.75,6655.5,374977
2026-04-07 16:00:00,6655.5,6673.5,6649.25,6663.5,95365
2026-04-07 18:00:00,6689.0,6793.5,6652.25,6791.75,95588
2026-04-07 19:00:00,6791.75,6818.75,6783.5,6804.25,66798
2026-04-07 20:00:00,6804.25,6810.0,6788.0,6803.5,40551
2026-04-07 21:00:00,6803.5,6812.75,6799.0,6809.25,19450
2026-04-07 22:00:00,6809.0,6818.0,6809.0,6817.5,13926
2026-04-07 23:00:00,6817.5,6819.0,6812.0,6815.0,9134
2026-04-08 00:00:00,6815.25,6824.75,6815.25,6819.75,11888
2026-04-08 01:00:00,6819.75,6837.5,6817.75,6836.0,19161
2026-04-08 02:00:00,6836.25,6838.0,6828.5,6829.75,25390
2026-04-08 03:00:00,6830.0,6832.75,6817.5,6818.5,42448
2026-04-08 04:00:00,6818.75,6834.5,6817.0,6834.0,34696
2026-04-08 05:00:00,6834.0,6840.75,6828.0,6832.0,30833
2026-04-08 06:00:00,6831.75,6837.75,6827.25,6833.75,20646
2026-04-08 07:00:00,6833.5,6847.25,6828.5,6839.25,39325
2026-04-08 08:00:00,6839.5,6845.25,6820.75,6831.75,71891
2026-04-08 09:00:00,6831.75,6836.75,6805.0,6811.75,282435
2026-04-08 10:00:00,6811.75,6818.5,6780.0,6794.0,311638
2026-04-08 11:00:00,6793.75,6816.25,6789.75,6814.0,198590
2026-04-08 12:00:00,6814.0,6827.5,6809.75,6825.75,129855
2026-04-08 13:00:00,6826.0,6829.75,6812.5,6822.75,118971
2026-04-08 14:00:00,6823.0,6831.25,6793.0,6794.0,188005
2026-04-08 15:00:00,6794.0,6825.25,6792.5,6823.5,272985
2026-04-08 16:00:00,6823.5,6827.0,6814.25,6816.25,61237
2026-04-08 18:00:00,6814.25,6823.0,6809.5,6815.75,9225
2026-04-08 19:00:00,6815.75,6820.75,6812.0,6812.75,5607
2026-04-08 20:00:00,6812.75,6817.5,6806.75,6811.75,11300
2026-04-08 21:00:00,6811.75,6814.0,6803.5,6811.0,12773
2026-04-08 22:00:00,6811.0,6815.0,6809.5,6810.25,5990
2026-04-08 23:00:00,6810.25,6812.0,6806.25,6810.5,5922
2026-04-09 00:00:00,6810.5,6811.25,6807.75,6808.75,3468
2026-04-09 01:00:00,6808.75,6816.25,6805.0,6811.5,5520
2026-04-09 02:00:00,6811.75,6817.25,6806.0,6811.25,10796
2026-04-09 03:00:00,6811.25,6813.25,6794.0,6798.75,20302
2026-04-09 04:00:00,6798.75,6801.75,6792.5,6795.25,18740
2026-04-09 05:00:00,6795.25,6802.5,6792.5,6802.0,12984
2026-04-09 06:00:00,6802.0,6804.5,6795.0,6795.75,14174
2026-04-09 07:00:00,6795.25,6807.75,6794.0,6805.25,21240
2026-04-09 08:00:00,6805.5,6813.0,6801.0,6807.0,31094
2026-04-09 09:00:00,6807.25,6821.75,6804.25,6816.75,146345
2026-04-09 10:00:00,6816.5,6821.0,6801.75,6816.75,182380
2026-04-09 11:00:00,6816.75,6853.25,6809.5,6852.25,258686
2026-04-09 12:00:00,6852.25,6872.0,6852.25,6862.75,185465
2026-04-09 13:00:00,6863.0,6876.0,6860.5,6869.75,125560
2026-04-09 14:00:00,6869.75,6870.5,6848.0,6855.25,157770
2026-04-09 15:00:00,6855.25,6871.25,6853.5,6861.75,214522
2026-04-09 16:00:00,6861.75,6863.5,6856.25,6860.75,52948
2026-04-09 18:00:00,6858.0,6862.5,6852.75,6853.75,12238
2026-04-09 19:00:00,6854.0,6858.5,6851.0,6856.0,4463
2026-04-09 20:00:00,6856.0,6865.5,6852.0,6864.25,7687
2026-04-09 21:00:00,6864.0,6869.25,6860.75,6866.25,6507
2026-04-09 22:00:00,6866.25,6867.0,6860.0,6863.25,4759
2026-04-09 23:00:00,6863.25,6868.5,6862.5,6866.5,3364
2026-04-10 00:00:00,6866.5,6867.0,6861.5,6862.75,2838
2026-04-10 01:00:00,6862.75,6866.25,6861.5,6862.25,3117
2026-04-10 02:00:00,6862.0,6862.75,6854.25,6856.5,8132
2026-04-10 03:00:00,6856.5,6864.0,6855.0,6861.5,12504
2026-04-10 04:00:00,6861.75,6862.0,6850.5,6851.5,12157
2026-04-10 05:00:00,6851.5,6867.0,6851.5,6862.75,20263
2026-04-10 06:00:00,6862.75,6866.75,6857.75,6864.25,11215
2026-04-10 07:00:00,6864.5,6871.0,6862.25,6864.25,14526
2026-04-10 08:00:00,6864.5,6888.0,6862.5,6871.5,30297
2026-04-10 09:00:00,6871.25,6881.5,6864.0,6870.0,151722
2026-04-10 10:00:00,6869.75,6882.0,6862.5,6875.75,193284
2026-04-10 11:00:00,6876.0,6883.0,6853.5,6856.75,188769
2026-04-10 12:00:00,6856.75,6863.25,6847.0,6856.75,130911
2026-04-10 13:00:00,6856.75,6857.5,6846.25,6856.75,94112
2026-04-10 14:00:00,6856.75,6859.5,6850.75,6855.5,77742
2026-04-10 15:00:00,6855.75,6862.25,6848.75,6855.5,189182
2026-04-10 16:00:00,6855.5,6864.25,6851.0,6863.75,47044
2026-04-12 18:00:00,6780.0,6794.5,6767.0,6778.25,43021
2026-04-12 19:00:00,6778.25,6784.75,6772.25,6784.25,11096
2026-04-12 20:00:00,6784.5,6800.5,6777.25,6800.25,18131
2026-04-12 21:00:00,6800.5,6807.75,6800.0,6805.25,15416
2026-04-12 22:00:00,6805.25,6806.25,6800.75,6805.5,5273
2026-04-12 23:00:00,6805.75,6807.0,6800.75,6801.25,5138
2026-04-13 00:00:00,6801.5,6811.0,6799.25,6807.75,6035
2026-04-13 01:00:00,6807.5,6809.75,6802.25,6808.25,6398
2026-04-13 02:00:00,6808.5,6816.75,6808.5,6814.5,10140
2026-04-13 03:00:00,6814.5,6818.25,6810.0,6812.5,13176
2026-04-13 04:00:00,6812.25,6819.75,6810.25,6813.25,15392
2026-04-13 05:00:00,6813.25,6820.0,6812.25,6813.5,11951
2026-04-13 06:00:00,6813.75,6821.5,6811.25,6821.0,12782
2026-04-13 07:00:00,6821.25,6831.5,6802.5,6804.75,28244
2026-04-13 08:00:00,6805.0,6824.75,6802.5,6822.5,31870
2026-04-13 09:00:00,6822.75,6859.0,6821.5,6858.5,196370
2026-04-13 10:00:00,6858.0,6868.25,6845.0,6867.0,204193
2026-04-13 11:00:00,6866.75,6867.0,6853.75,6856.25,135907
2026-04-13 12:00:00,6856.0,6890.0,6851.25,6884.75,223260
2026-04-13 13:00:00,6884.75,6890.0,6880.25,6883.25,89884
2026-04-13 14:00:00,6883.25,6896.75,6883.0,6894.75,80387
2026-04-13 15:00:00,6894.75,6924.75,6892.0,6921.25,244914
2026-04-13 16:00:00,6921.25,6928.25,6919.25,6927.5,61862
2026-04-13 18:00:00,6925.25,6930.0,6924.25,6927.25,6189
2026-04-13 19:00:00,6927.5,6931.75,6925.0,6925.75,7966
2026-04-13 20:00:00,6925.75,6927.75,6920.5,6926.0,9499
2026-04-13 21:00:00,6926.0,6926.0,6922.0,6923.75,5158
2026-04-13 22:00:00,6923.75,6927.5,6923.25,6925.5,3487
2026-04-13 23:00:00,6925.75,6925.75,6922.0,6924.25,3158
2026-04-14 00:00:00,6924.0,6925.75,6923.5,6925.25,2169
2026-04-14 01:00:00,6925.25,6926.0,6921.5,6922.0,3258
2026-04-14 02:00:00,6922.0,6927.5,6920.25,6926.0,7584
2026-04-14 03:00:00,6926.0,6938.0,6924.75,6933.25,19119
2026-04-14 04:00:00,6933.25,6940.75,6931.75,6939.75,11768
2026-04-14 05:00:00,6940.0,6942.25,6932.5,6933.5,10958
2026-04-14 06:00:00,6933.5,6937.25,6928.0,6929.5,14178
2026-04-14 07:00:00,6929.25,6945.25,6928.0,6939.0,21640
2026-04-14 08:00:00,6939.25,6949.5,6936.5,6939.75,33697
2026-04-14 09:00:00,6939.75,6961.25,6937.25,6956.5,170645
2026-04-14 10:00:00,6956.5,6979.0,6956.0,6977.0,183328
2026-04-14 11:00:00,6977.0,6995.25,6970.75,6990.5,153795
2026-04-14 12:00:00,6990.75,6999.5,6989.75,6991.25,101242
2026-04-14 13:00:00,6991.5,7003.25,6991.25,6999.5,85547
2026-04-14 14:00:00,6999.5,7001.5,6983.25,6989.75,116176
2026-04-14 15:00:00,6989.5,7008.0,6988.75,7006.0,220367
2026-04-14 16:00:00,7006.0,7007.25,7000.5,7004.25,51024
2026-04-14 18:00:00,7004.0,7009.0,7001.75,7005.25,6469
2026-04-14 19:00:00,7005.25,7013.75,7005.0,7008.75,6748
2026-04-14 20:00:00,7008.5,7009.75,7005.0,7008.75,7149
2026-04-14 21:00:00,7008.75,7012.5,7007.0,7011.25,5860
2026-04-14 22:00:00,7011.25,7011.5,7003.75,7005.0,5833
2026-04-14 23:00:00,7005.0,7011.0,7004.75,7010.0,4223
2026-04-15 00:00:00,7010.0,7011.0,7007.25,7007.75,3402
2026-04-15 01:00:00,7007.75,7017.25,7000.5,7003.75,11104
2026-04-15 02:00:00,7004.0,7008.0,7003.0,7005.25,7285
2026-04-15 03:00:00,7005.25,7007.0,6999.25,7005.25,12357
2026-04-15 04:00:00,7005.5,7010.5,7002.5,7008.5,10301
2026-04-15 05:00:00,7008.75,7010.25,6999.25,7000.25,16245
2026-04-15 06:00:00,7000.25,7005.25,6991.75,7002.0,26577
2026-04-15 07:00:00,7002.0,7018.0,7001.5,7009.0,27491
2026-04-15 08:00:00,7009.25,7012.0,7001.5,7008.5,23301
2026-04-15 09:00:00,7008.75,7024.75,7004.0,7018.0,170354
2026-04-15 10:00:00,7017.75,7033.0,7011.5,7029.0,182593
2026-04-15 11:00:00,7029.25,7037.5,7026.0,7032.0,131411
2026-04-15 12:00:00,7032.0,7040.25,7019.25,7027.25,136902
2026-04-15 13:00:00,7027.25,7042.25,7026.5,7037.0,88578
2026-04-15 14:00:00,7036.75,7060.5,7033.75,7058.25,128786
2026-04-15 15:00:00,7058.5,7064.5,7054.25,7060.25,227452
2026-04-15 16:00:00,7060.0,7062.5,7054.25,7058.25,51817
2026-04-15 18:00:00,7057.25,7065.75,7055.5,7065.5,6457
2026-04-15 19:00:00,7065.5,7070.0,7064.0,7069.0,4262
2026-04-15 20:00:00,7069.0,7076.0,7066.0,7073.75,11461
2026-04-15 21:00:00,7073.75,7077.5,7071.25,7072.5,8032
2026-04-15 22:00:00,7072.75,7075.75,7070.5,7072.0,5277
2026-04-15 23:00:00,7072.0,7075.5,7071.25,7071.25,3852
2026-04-16 00:00:00,7071.25,7072.75,7069.75,7071.25,3844
2026-04-16 01:00:00,7071.5,7074.5,7068.25,7073.5,5380
2026-04-16 02:00:00,7073.25,7078.5,7073.25,7077.0,9512
2026-04-16 03:00:00,7077.0,7077.25,7069.25,7070.75,12494
2026-04-16 04:00:00,7070.75,7072.0,7062.0,7067.75,16434
2026-04-16 05:00:00,7067.75,7070.5,7065.0,7068.5,7710
2026-04-16 06:00:00,7068.5,7070.75,7059.0,7064.75,12158
2026-04-16 07:00:00,7064.5,7070.0,7062.75,7068.5,12397
2026-04-16 08:00:00,7068.75,7073.25,7065.5,7069.5,19519
2026-04-16 09:00:00,7069.5,7074.0,7046.5,7056.25,171806
2026-04-16 10:00:00,7056.0,7063.0,7047.75,7060.5,182914
2026-04-16 11:00:00,7060.25,7085.75,7060.25,7084.0,210317
2026-04-16 12:00:00,7084.0,7089.0,7063.25,7069.5,149832
2026-04-16 13:00:00,7069.75,7076.5,7059.5,7067.75,122219
2026-04-16 14:00:00,7067.5,7073.5,7056.25,7068.75,105638
2026-04-16 15:00:00,7068.75,7080.75,7067.5,7076.5,165321
2026-04-16 16:00:00,7076.5,7080.0,7074.5,7078.25,43967
2026-04-16 18:00:00,7077.25,7083.25,7075.5,7082.25,5382
2026-04-16 19:00:00,7082.25,7085.5,7081.25,7083.5,3446
2026-04-16 20:00:00,7083.5,7084.25,7077.75,7082.75,6465
2026-04-16 21:00:00,7082.75,7084.5,7081.25,7083.25,4574
2026-04-16 22:00:00,7083.25,7084.0,7077.25,7078.75,3192
2026-04-16 23:00:00,7078.5,7079.5,7076.25,7078.0,3022
2026-04-17 00:00:00,7078.25,7083.0,7077.5,7079.25,2291
2026-04-17 01:00:00,7079.5,7082.0,7075.25,7081.25,3569
2026-04-17 02:00:00,7081.5,7083.75,7077.25,7079.75,5657
2026-04-17 03:00:00,7080.0,7087.75,7080.0,7086.5,9189
2026-04-17 04:00:00,7086.5,7091.0,7084.5,7090.75,10151
2026-04-17 05:00:00,7090.75,7093.75,7087.75,7093.0,12218
2026-04-17 06:00:00,7093.0,7095.5,7088.0,7091.75,10323
2026-04-17 07:00:00,7091.5,7102.25,7091.25,7101.0,15344
2026-04-17 08:00:00,7101.25,7137.0,7099.5,7136.0,94999
2026-04-17 09:00:00,7136.0,7147.5,7117.0,7143.5,329131
2026-04-17 10:00:00,7143.5,7174.75,7141.5,7166.0,261981
2026-04-17 11:00:00,7166.0,7175.0,7159.5,7169.0,190358
2026-04-17 12:00:00,7169.25,7185.75,7166.75,7181.0,117661
2026-04-17 13:00:00,7181.25,7183.75,7151.5,7164.5,186912
2026-04-17 14:00:00,7164.75,7166.75,7152.75,7158.0,130465
2026-04-17 15:00:00,7157.75,7165.5,7151.0,7161.5,201837
2026-04-17 16:00:00,7161.25,7166.25,7159.5,7164.25,53863
2026-04-19 18:00:00,7102.5,7116.0,7085.0,7110.75,42000
2026-04-19 19:00:00,7110.75,7114.0,7102.5,7106.5,9719
2026-04-19 20:00:00,7106.75,7114.0,7101.5,7112.75,11702
2026-04-19 21:00:00,7112.75,7126.75,7112.25,7124.5,12402
2026-04-19 22:00:00,7124.5,7124.5,7119.5,7122.0,5346
2026-04-19 23:00:00,7122.0,7123.75,7118.75,7119.25,3626
2026-04-20 00:00:00,7119.25,7121.75,7116.0,7120.25,5277
2026-04-20 01:00:00,7120.5,7121.0,7109.5,7113.75,8119
2026-04-20 02:00:00,7114.0,7128.5,7113.5,7124.25,11440
2026-04-20 03:00:00,7124.5,7131.25,7114.5,7119.0,22474
2026-04-20 04:00:00,7118.75,7131.25,7110.25,7129.5,18676
2026-04-20 05:00:00,7129.5,7134.0,7125.5,7128.0,10223
2026-04-20 06:00:00,7128.25,7136.25,7125.25,7126.5,10314
2026-04-20 07:00:00,7126.25,7130.5,7121.0,7129.0,15484
2026-04-20 08:00:00,7129.25,7141.0,7126.75,7136.5,23810
2026-04-20 09:00:00,7136.5,7159.5,7134.75,7156.75,162925
2026-04-20 10:00:00,7157.0,7157.5,7124.75,7131.75,230312
2026-04-20 11:00:00,7131.75,7145.25,7121.5,7136.0,196129
2026-04-20 12:00:00,7136.25,7141.25,7130.25,7136.75,85759
2026-04-20 13:00:00,7136.75,7144.25,7132.75,7137.75,83965
2026-04-20 14:00:00,7137.75,7146.75,7135.0,7143.0,91111
2026-04-20 15:00:00,7143.25,7149.25,7136.5,7148.25,167715
2026-04-20 16:00:00,7148.25,7160.5,7145.0,7152.0,66193
2026-04-20 18:00:00,7150.75,7160.75,7150.0,7157.0,4287
